route_id,route_short_name,route_long_name,route_corridor_name,service_type,route_display_name,is_special_route,delay_risk,recommended_action,records,share_pct
EAST-201,EAST,EAST,EAST - Manukau 1 / Brit 1 Via Panmure,Train / Rail,EAST,False,Severe,Deploy standby bus or supervisor review,516,0.0155
GULF-209,GULF,GULF,GULF - Gulf Harbour / Downtown,Ferry,GULF,False,Low,No operational action required,1763,0.0528
GULF-209,GULF,GULF,GULF - Gulf Harbour / Downtown,Ferry,GULF,False,Medium,Monitor route conditions,72,0.0022
GULF-209,GULF,GULF,GULF - Gulf Harbour / Downtown,Ferry,GULF,False,High,Adjust service headway,10,0.0003
HMB-209,HMB,HMB,HMB - Half Moon Bay / Downtown Pier 5,Ferry,HMB,False,Low,No operational action required,2095,0.0628
HMB-209,HMB,HMB,HMB - Half Moon Bay / Downtown Pier 5,Ferry,HMB,False,Medium,Monitor route conditions,98,0.0029
HOBS-209,HOBS,HOBS,HOBS - Beach Haven / Downtown Via Hobsonville Point,Ferry,HOBS,False,Low,No operational action required,278,0.0083
HOBS-209,HOBS,HOBS,HOBS - Beach Haven / Downtown Via Hobsonville Point,Ferry,HOBS,False,Medium,Monitor route conditions,40,0.0012
HUIA-404,HUIA,HUIA,HUIA - Hamilton / The Strand Auckland Via Pukekohe,Train / Rail,HUIA,False,Medium,Monitor route conditions,66,0.002
HUIA-404,HUIA,HUIA,HUIA - Hamilton / The Strand Auckland Via Pukekohe,Train / Rail,HUIA,False,High,Adjust service headway,12,0.0004
HUIA-404,HUIA,HUIA,HUIA - Hamilton / The Strand Auckland Via Pukekohe,Train / Rail,HUIA,False,Severe,Deploy standby bus or supervisor review,40,0.0012
INN-202,INN,INN,INN - Inner Link Anticlockwise / Inner Link Anticlockwise (VP),Bus,INN,False,Low,No operational action required,30882,0.9251
INN-202,INN,INN,INN - Inner Link Anticlockwise / Inner Link Anticlockwise (VP),Bus,INN,False,Medium,Monitor route conditions,17277,0.5175
INN-202,INN,INN,INN - Inner Link Anticlockwise / Inner Link Anticlockwise (VP),Bus,INN,False,High,Adjust service headway,1236,0.037
INN-202,INN,INN,INN - Inner Link Anticlockwise / Inner Link Anticlockwise (VP),Bus,INN,False,Severe,Deploy standby bus or supervisor review,33,0.001
MTIA-209,MTIA,MTIA,MTIA - Waiheke Island 1 / Downtown Pier 11,Ferry,MTIA,False,Low,No operational action required,3581,0.1073
MTIA-209,MTIA,MTIA,MTIA - Waiheke Island 1 / Downtown Pier 11,Ferry,MTIA,False,Medium,Monitor route conditions,343,0.0103
MTIA-209,MTIA,MTIA,MTIA - Waiheke Island 1 / Downtown Pier 11,Ferry,MTIA,False,Severe,Deploy standby bus or supervisor review,1,0.0
MTID-241,MTID,MTID,MTID - Downtown Pier 13 / Waiheke Pier 3,Ferry,MTID,False,Low,No operational action required,235,0.007
NX1-203,NX1,NX1,NX1 - Britomart (Lower Albert St) / Albany Station,Bus,NX1,False,Low,No operational action required,64536,1.9332
NX1-203,NX1,NX1,NX1 - Britomart (Lower Albert St) / Albany Station,Bus,NX1,False,Medium,Monitor route conditions,4662,0.1396
NX1-203,NX1,NX1,NX1 - Britomart (Lower Albert St) / Albany Station,Bus,NX1,False,High,Adjust service headway,114,0.0034
NX1-203,NX1,NX1,NX1 - Britomart (Lower Albert St) / Albany Station,Bus,NX1,False,Severe,Deploy standby bus or supervisor review,154,0.0046
NX2-207,NX2,NX2,NX2 - Hibiscus Coast Station / Auckland Universities,Bus,NX2,False,Low,No operational action required,40911,1.2255
NX2-207,NX2,NX2,NX2 - Hibiscus Coast Station / Auckland Universities,Bus,NX2,False,Medium,Monitor route conditions,12997,0.3893
NX2-207,NX2,NX2,NX2 - Hibiscus Coast Station / Auckland Universities,Bus,NX2,False,High,Adjust service headway,118,0.0035
NX2-207,NX2,NX2,NX2 - Hibiscus Coast Station / Auckland Universities,Bus,NX2,False,Severe,Deploy standby bus or supervisor review,112,0.0034
ONE-201,ONE,ONE,ONE - Newmarket 4 / Onehunga,Train / Rail,ONE,False,Low,No operational action required,73492,2.2014
ONE-201,ONE,ONE,ONE - Newmarket 4 / Onehunga,Train / Rail,ONE,False,Medium,Monitor route conditions,335,0.01
ONE-201,ONE,ONE,ONE - Newmarket 4 / Onehunga,Train / Rail,ONE,False,High,Adjust service headway,166,0.005
ONE-201,ONE,ONE,ONE - Newmarket 4 / Onehunga,Train / Rail,ONE,False,Severe,Deploy standby bus or supervisor review,590,0.0177
OUT-202,OUT,OUT,OUT - St Lukes / Newmarket Via Wellesley St,Bus,OUT,False,Low,No operational action required,25508,0.7641
OUT-202,OUT,OUT,OUT - St Lukes / Newmarket Via Wellesley St,Bus,OUT,False,Medium,Monitor route conditions,18594,0.557
OUT-202,OUT,OUT,OUT - St Lukes / Newmarket Via Wellesley St,Bus,OUT,False,High,Adjust service headway,644,0.0193
OUT-202,OUT,OUT,OUT - St Lukes / Newmarket Via Wellesley St,Bus,OUT,False,Severe,Deploy standby bus or supervisor review,95,0.0028
PINE-210,PINE,PINE,PINE - Pine Harbour / Downtown,Ferry,PINE,False,Low,No operational action required,424,0.0127
RANG-209,RANG,RANG,RANG - Rangitoto Island / Downtown Pier 14,Ferry,RANG,False,Low,No operational action required,1456,0.0436
RANG-209,RANG,RANG,RANG - Rangitoto Island / Downtown Pier 14,Ferry,RANG,False,Medium,Monitor route conditions,11,0.0003
RBE-402,RBE,RBE,RBE - Manukau / Britomart Eastern Rail Bus (New),Bus,RBE,False,Low,No operational action required,3402,0.1019
RBE-402,RBE,RBE,RBE - Manukau / Britomart Eastern Rail Bus (New),Bus,RBE,False,Medium,Monitor route conditions,819,0.0245
RBE-402,RBE,RBE,RBE - Manukau / Britomart Eastern Rail Bus (New),Bus,RBE,False,High,Adjust service headway,87,0.0026
RBE-402,RBE,RBE,RBE - Manukau / Britomart Eastern Rail Bus (New),Bus,RBE,False,Severe,Deploy standby bus or supervisor review,40,0.0012
RBN-402,RBN,RBN,RBN - Westfield Newmarket / Britomart Rail Bus,Bus,RBN,False,Low,No operational action required,188,0.0056
RBN-402,RBN,RBN,RBN - Westfield Newmarket / Britomart Rail Bus,Bus,RBN,False,Medium,Monitor route conditions,36,0.0011
RBO-402,RBO,RBO,RBO - Newmarket / Onehunga Onehunga Rail Bus,Bus,RBO,False,Low,No operational action required,1918,0.0575
RBO-402,RBO,RBO,RBO - Newmarket / Onehunga Onehunga Rail Bus,Bus,RBO,False,Medium,Monitor route conditions,108,0.0032
RBO-402,RBO,RBO,RBO - Newmarket / Onehunga Onehunga Rail Bus,Bus,RBO,False,High,Adjust service headway,26,0.0008
RBO-402,RBO,RBO,RBO - Newmarket / Onehunga Onehunga Rail Bus,Bus,RBO,False,Severe,Deploy standby bus or supervisor review,30,0.0009
RBS-402,RBS,RBS,RBS - Britomart / Pukekohe Southern Rail Bus,Bus,RBS,False,Low,No operational action required,3866,0.1158
RBS-402,RBS,RBS,RBS - Britomart / Pukekohe Southern Rail Bus,Bus,RBS,False,Medium,Monitor route conditions,1754,0.0525
RBS-402,RBS,RBS,RBS - Britomart / Pukekohe Southern Rail Bus,Bus,RBS,False,High,Adjust service headway,188,0.0056
RBS-402,RBS,RBS,RBS - Britomart / Pukekohe Southern Rail Bus,Bus,RBS,False,Severe,Deploy standby bus or supervisor review,49,0.0015
RBW-402,RBW,RBW,RBW - Britomart / Swanson Western Rail Bus,Bus,RBW,False,Low,No operational action required,6963,0.2086
RBW-402,RBW,RBW,RBW - Britomart / Swanson Western Rail Bus,Bus,RBW,False,Medium,Monitor route conditions,1282,0.0384
RBW-402,RBW,RBW,RBW - Britomart / Swanson Western Rail Bus,Bus,RBW,False,High,Adjust service headway,60,0.0018
RBW-402,RBW,RBW,RBW - Britomart / Swanson Western Rail Bus,Bus,RBW,False,Severe,Deploy standby bus or supervisor review,111,0.0033
TIRI-240,TIRI,TIRI,TIRI - Gulf Harbour / Tiritiri Matangi Island,Ferry,TIRI,False,Low,No operational action required,64,0.0019
TMK-202,TMK,TMK,TMK - Glen Innes / Britomart Via St Heliers And Tamaki Dr,Bus,TMK,False,Low,No operational action required,25411,0.7612
TMK-202,TMK,TMK,TMK - Glen Innes / Britomart Via St Heliers And Tamaki Dr,Bus,TMK,False,Medium,Monitor route conditions,3553,0.1064
TMK-202,TMK,TMK,TMK - Glen Innes / Britomart Via St Heliers And Tamaki Dr,Bus,TMK,False,High,Adjust service headway,254,0.0076
TMK-202,TMK,TMK,TMK - Glen Innes / Britomart Via St Heliers And Tamaki Dr,Bus,TMK,False,Severe,Deploy standby bus or supervisor review,60,0.0018
WEST-201,WEST,WEST,WEST - Brit 2 / Swanson 1 Via Newmarket 1,Train / Rail,WEST,False,Low,No operational action required,91175,2.7311
WEST-201,WEST,WEST,WEST - Brit 2 / Swanson 1 Via Newmarket 1,Train / Rail,WEST,False,Medium,Monitor route conditions,2134,0.0639
WEST-201,WEST,WEST,WEST - Brit 2 / Swanson 1 Via Newmarket 1,Train / Rail,WEST,False,High,Adjust service headway,444,0.0133
WEST-201,WEST,WEST,WEST - Brit 2 / Swanson 1 Via Newmarket 1,Train / Rail,WEST,False,Severe,Deploy standby bus or supervisor review,1071,0.0321
WX1-207,WX1,WX1,WX1 - City Centre / Northwest Via Motorway,Bus,WX1,False,Low,No operational action required,31154,0.9332
WX1-207,WX1,WX1,WX1 - City Centre / Northwest Via Motorway,Bus,WX1,False,Medium,Monitor route conditions,10923,0.3272
WX1-207,WX1,WX1,WX1 - City Centre / Northwest Via Motorway,Bus,WX1,False,High,Adjust service headway,205,0.0061
WX1-207,WX1,WX1,WX1 - City Centre / Northwest Via Motorway,Bus,WX1,False,Severe,Deploy standby bus or supervisor review,25,0.0007
