service_type,route_display_name,route_corridor_name,route_id,is_special_route,delay_risk,recommended_action,records,unique_trips,avg_delay_minutes,max_delay_minutes
Unknown / unmatched route,S008A-203,S008A-203,S008A-203,true,Medium,Monitor route conditions,198,2,-7.609,11.483
Unknown / unmatched route,S481-202,S481-202,S481-202,true,Low,No operational action required,198,1,1.697,4.75
Unknown / unmatched route,S404-203,S404-203,S404-203,true,Low,No operational action required,197,3,-0.032,4.967
Bus,11W,11W - Northwest / City Centre Via Waimumu Rd,11W-207,false,High,Adjust service headway,197,26,4.974,22.183
Unknown / unmatched route,S006B-203,S006B-203,S006B-203,true,Low,No operational action required,196,2,-0.913,4.983
Unknown / unmatched route,S047A-221,S047A-221,S047A-221,true,Low,No operational action required,196,1,-0.862,4.917
Unknown / unmatched route,S013D-203,S013D-203,S013D-203,true,Medium,Monitor route conditions,195,2,-4.223,12.433
Unknown / unmatched route,S522G-221,S522G-221,S522G-221,true,Medium,Monitor route conditions,195,2,-5.384,12.5
Unknown / unmatched route,S458-203,S458-203,S458-203,true,Low,No operational action required,194,2,1.557,4.967
Unknown / unmatched route,S543-202,S543-202,S543-202,true,Low,No operational action required,191,1,0.174,3.967
Bus,11T,11T - Northwest / City Centre Via Triangle Rd,11T-207,false,High,Adjust service headway,191,17,6.634,23.733
Bus,314,314 - Ormiston / Middlemore Station Via Otara,314-203,false,High,Adjust service headway,191,20,15.023,24.817
Unknown / unmatched route,S547-202,S547-202,S547-202,true,Medium,Monitor route conditions,191,4,-2.117,8.983
Bus,94,94 - Beach Haven / Takapuna via Highbury And Northcote Shops,94-203,false,High,Adjust service headway,190,24,17.686,23.9
Bus,126,126 - Albany / Westgate Via Riverhead,126-203,false,High,Adjust service headway,189,29,18.998,24.7
Bus,983,983 - Gulf Harbour / Hibiscus Coast Station Via Vipond Rd,983-221,false,High,Adjust service headway,189,16,17.769,24.417
Bus,376,376 - Papakura Shops / Auranga Dr Via Drury,376-203,false,High,Adjust service headway,189,26,19.249,24.983
Unknown / unmatched route,S429-221,S429-221,S429-221,true,Medium,Monitor route conditions,189,1,10.1,14.8
Bus,RBN,RBN - Westfield Newmarket / Britomart Rail Bus,RBN-402,false,Low,No operational action required,188,32,1.809,4.917
Unknown / unmatched route,S073A-202,S073A-202,S073A-202,true,Low,No operational action required,188,1,0.288,4.6
Bus,33,33 - Papakura Interchange / Otahuhu Station Via Great South Rd,33-203,false,Severe,Deploy standby bus or supervisor review,188,27,31.867,85.767
Bus,RBS,RBS - Britomart / Pukekohe Southern Rail Bus,RBS-402,false,High,Adjust service headway,188,23,15.771,24.833
Unknown / unmatched route,S070-203,S070-203,S070-203,true,Low,No operational action required,187,2,-2.151,2.65
Bus,933,933 - Beach Haven Wharf / University of Auckland Via Customs St,933-203,false,High,Adjust service headway,186,16,2.377,23.483
Unknown / unmatched route,S454-203,S454-203,S454-203,true,Medium,Monitor route conditions,186,2,-0.533,11.467
Unknown / unmatched route,S029E-203,S029E-203,S029E-203,true,Low,No operational action required,185,1,0.005,4.533
Unknown / unmatched route,S420-221,S420-221,S420-221,true,Medium,Monitor route conditions,185,2,-3.672,10.483
Unknown / unmatched route,S512-202,S512-202,S512-202,true,Low,No operational action required,184,1,0.837,4.967
Unknown / unmatched route,S469-203,S469-203,S469-203,true,Medium,Monitor route conditions,184,2,3.057,14.933
Bus,24B,24B - New Lynn And Blockhouse Bay / City Centre Via Sandringham R,24B-202,false,High,Adjust service headway,184,28,10.534,24.433
Unknown / unmatched route,S404-203,S404-203,S404-203,true,Medium,Monitor route conditions,184,3,-4.178,14.4
Bus,366,366 - Manurewa Interchange / Manukau Bus Station Via The Gardens,366-203,false,High,Adjust service headway,184,31,17.865,24.783
Unknown / unmatched route,S403-203,S403-203,S403-203,true,Low,No operational action required,183,4,-0.639,5.0
Unknown / unmatched route,S001N-203,S001N-203,S001N-203,true,Low,No operational action required,183,2,1.52,4.617
Unknown / unmatched route,S072-202,S072-202,S072-202,true,Low,No operational action required,183,1,-1.028,4.267
Unknown / unmatched route,S548-202,S548-202,S548-202,true,Low,No operational action required,183,1,-2.29,1.567
Bus,NX1,NX1 - Britomart (Lower Albert St) / Albany Station,NX1-203,false,High,Adjust service headway,182,40,19.106,24.367
Unknown / unmatched route,S009-203,S009-203,S009-203,true,Low,No operational action required,182,2,0.114,4.917
Unknown / unmatched route,S070A-203,S070A-203,S070A-203,true,Low,No operational action required,181,1,-2.117,1.7
Unknown / unmatched route,S080-202,S080-202,S080-202,true,Low,No operational action required,181,1,0.23,4.45
Bus,814,814 - Akoranga Station / Devonport Wharf Via Takapuna,814-202,false,Severe,Deploy standby bus or supervisor review,181,16,36.923,65.85
Bus,NX1,NX1 - Britomart (Lower Albert St) / Albany Station,NX1-203,false,Severe,Deploy standby bus or supervisor review,180,20,36.624,68.333
Unknown / unmatched route,S025-203,S025-203,S025-203,true,Low,No operational action required,179,1,0.477,4.967
Unknown / unmatched route,S034-202,S034-202,S034-202,true,Low,No operational action required,178,1,0.537,4.933
Train / Rail,ONE,ONE - Newmarket 4 / Onehunga,ONE-201,false,High,Adjust service headway,178,29,20.45,24.95
Unknown / unmatched route,S081-202,S081-202,S081-202,true,Medium,Monitor route conditions,178,2,-2.599,13.983
Unknown / unmatched route,S071-203,S071-203,S071-203,true,Medium,Monitor route conditions,178,4,-9.82,-5.133
Unknown / unmatched route,S090-217,S090-217,S090-217,true,Low,No operational action required,178,1,-0.787,2.233
Unknown / unmatched route,S420-221,S420-221,S420-221,true,Low,No operational action required,177,2,0.262,4.35
Unknown / unmatched route,S463-203,S463-203,S463-203,true,Low,No operational action required,177,2,1.674,4.867
Bus,149,149 - Ranui / New Lynn Via Rosebank,149-203,false,High,Adjust service headway,177,18,17.709,24.517
Unknown / unmatched route,S009C-203,S009C-203,S009C-203,true,Low,No operational action required,176,1,1.681,4.733
Unknown / unmatched route,S050-221,S050-221,S050-221,true,Low,No operational action required,176,1,-2.357,2.967
Bus,917,917 - Birkenhead Wharf / Albany Station Via Glenfield Rd,917-203,false,High,Adjust service headway,176,21,12.411,24.883
Bus,27W,27W - Britomart / Waikowhai Via Mt Eden Rd,27W-202,false,High,Adjust service headway,175,33,0.445,24.283
Unknown / unmatched route,S461-203,S461-203,S461-203,true,Low,No operational action required,175,4,-0.139,4.767
Unknown / unmatched route,S061E-203,S061E-203,S061E-203,true,Low,No operational action required,175,2,3.132,4.917
Unknown / unmatched route,S028F-203,S028F-203,S028F-203,true,Low,No operational action required,174,1,2.322,5.0
Bus,76,76 - Britomart / Glen Innes Via Orakei,76-202,false,High,Adjust service headway,174,17,16.729,23.7
Unknown / unmatched route,S061G-203,S061G-203,S061G-203,true,Low,No operational action required,174,1,-0.58,3.75
Unknown / unmatched route,S064-203,S064-203,S064-203,true,High,Adjust service headway,174,2,-17.339,20.65
Unknown / unmatched route,S049A-203,S049A-203,S049A-203,true,Low,No operational action required,174,2,-3.557,0.6
Bus,866,866 - Albany Stn / Newmarket Via Ponsonby And Auckland Hospital,866-203,false,High,Adjust service headway,174,22,7.237,24.933
Unknown / unmatched route,S087C-217,S087C-217,S087C-217,true,Low,No operational action required,174,1,-0.096,4.4
Unknown / unmatched route,S096-217,S096-217,S096-217,true,Low,No operational action required,173,1,-0.439,0.0
Unknown / unmatched route,S062C-203,S062C-203,S062C-203,true,Medium,Monitor route conditions,173,2,-7.49,9.4
Unknown / unmatched route,S056-203,S056-203,S056-203,true,Low,No operational action required,172,1,1.282,4.967
Unknown / unmatched route,S546-202,S546-202,S546-202,true,Medium,Monitor route conditions,172,3,3.994,14.333
Bus,37,"37 - Manurewa / Highbrook via Roscommon, Puhinui and Preston Rd",37-203,false,Severe,Deploy standby bus or supervisor review,172,24,41.119,61.567
Unknown / unmatched route,S049C-221,S049C-221,S049C-221,true,Medium,Monitor route conditions,172,1,-8.583,6.517
Unknown / unmatched route,S013D-203,S013D-203,S013D-203,true,Low,No operational action required,171,2,-0.303,4.967
Bus,865,865 - Browns Bay / Albany Station Via Oaktree Ave,865-203,false,High,Adjust service headway,171,15,17.731,23.05
Unknown / unmatched route,S469-203,S469-203,S469-203,true,Low,No operational action required,171,2,0.326,4.933
Unknown / unmatched route,S029G-207,S029G-207,S029G-207,true,Medium,Monitor route conditions,171,3,7.875,13.667
Unknown / unmatched route,S001-203,S001-203,S001-203,true,Low,No operational action required,170,1,1.201,3.817
Bus,38,38 - Airport / Onehunga via Mangere Town Centre,38-203,false,Severe,Deploy standby bus or supervisor review,169,19,36.851,62.95
Unknown / unmatched route,S068-203,S068-203,S068-203,true,Low,No operational action required,168,1,0.883,4.683
Unknown / unmatched route,S065-202,S065-202,S065-202,true,Low,No operational action required,167,1,-1.269,4.183
Bus,125,125 - Helensville / Westgate Via Kumeu,125-202,false,High,Adjust service headway,167,20,18.438,25.0
Unknown / unmatched route,S069-203,S069-203,S069-203,true,Medium,Monitor route conditions,167,1,-3.633,14.417
Unknown / unmatched route,S044A-221,S044A-221,S044A-221,true,Low,No operational action required,166,1,-0.551,3.217
Unknown / unmatched route,S062C-203,S062C-203,S062C-203,true,Low,No operational action required,166,2,-1.908,4.583
Unknown / unmatched route,S024B-218,S024B-218,S024B-218,true,Low,No operational action required,166,1,0.648,4.85
Unknown / unmatched route,S066-202,S066-202,S066-202,true,Low,No operational action required,165,1,-1.288,4.017
Unknown / unmatched route,S072D-203,S072D-203,S072D-203,true,Medium,Monitor route conditions,165,3,-0.372,8.983
Unknown / unmatched route,S062A-203,S062A-203,S062A-203,true,Low,No operational action required,164,1,1.162,4.767
Unknown / unmatched route,S091-217,S091-217,S091-217,true,Low,No operational action required,164,1,-0.406,3.333
Unknown / unmatched route,S043-218,S043-218,S043-218,true,Low,No operational action required,164,2,-2.076,3.65
Unknown / unmatched route,S074-203,S074-203,S074-203,true,Low,No operational action required,163,2,-1.938,4.967
Unknown / unmatched route,S014I-203,S014I-203,S014I-203,true,Low,No operational action required,163,1,2.48,4.933
Unknown / unmatched route,S530-202,S530-202,S530-202,true,Low,No operational action required,163,1,2.371,4.767
Unknown / unmatched route,S007A-203,S007A-203,S007A-203,true,Low,No operational action required,162,1,0.802,4.683
Bus,711,711 - Howick / Panmure Via Cascades Road,711-221,false,High,Adjust service headway,161,13,17.783,24.3
Unknown / unmatched route,S053E-202,S053E-202,S053E-202,true,Low,No operational action required,161,1,-0.364,5.0
Unknown / unmatched route,S075B-203,S075B-203,S075B-203,true,Medium,Monitor route conditions,160,3,-5.607,13.35
Unknown / unmatched route,S045D-221,S045D-221,S045D-221,true,Medium,Monitor route conditions,159,2,-2.927,13.667
Unknown / unmatched route,S042B-202,S042B-202,S042B-202,true,Low,No operational action required,159,1,-0.923,4.133
Unknown / unmatched route,S005C-203,S005C-203,S005C-203,true,Low,No operational action required,158,1,0.659,4.65
Unknown / unmatched route,S055-203,S055-203,S055-203,true,Low,No operational action required,158,1,1.901,4.983
Unknown / unmatched route,S010B-202,S010B-202,S010B-202,true,Medium,Monitor route conditions,158,2,-4.782,8.817
Unknown / unmatched route,S454-203,S454-203,S454-203,true,Low,No operational action required,157,2,0.563,4.9
Unknown / unmatched route,S076-203,S076-203,S076-203,true,Low,No operational action required,157,1,1.236,4.733
Unknown / unmatched route,S097-217,S097-217,S097-217,true,Low,No operational action required,156,1,-1.148,3.133
Bus,195,195 - New Lynn / City Centre Via Green Bay,195-203,false,Severe,Deploy standby bus or supervisor review,156,14,56.148,110.967
Bus,355,355 - Botany / Manukau Bus Station Via Mission Heights & Ormiston,355-205,false,Severe,Deploy standby bus or supervisor review,156,23,48.179,112.367
Unknown / unmatched route,S459-203,S459-203,S459-203,true,Medium,Monitor route conditions,156,3,8.645,14.633
Unknown / unmatched route,S042-203,S042-203,S042-203,true,Medium,Monitor route conditions,155,2,-1.516,11.95
Unknown / unmatched route,S028E-207,S028E-207,S028E-207,true,Low,No operational action required,155,2,1.199,4.933
Unknown / unmatched route,S417-202,S417-202,S417-202,true,Medium,Monitor route conditions,155,4,5.531,12.25
Unknown / unmatched route,S477-203,S477-203,S477-203,true,Low,No operational action required,155,2,0.617,4.833
Unknown / unmatched route,S036A-203,S036A-203,S036A-203,true,Low,No operational action required,154,1,1.368,4.583
Unknown / unmatched route,S032A-203,S032A-203,S032A-203,true,Medium,Monitor route conditions,154,2,6.343,13.3
Unknown / unmatched route,S220-217,S220-217,S220-217,true,Low,No operational action required,154,1,0.0,0.0
Bus,309X,309X - Stop E The Civic / Mangere,309X-203,false,High,Adjust service headway,153,3,-14.835,22.483
Unknown / unmatched route,S062-203,S062-203,S062-203,true,Medium,Monitor route conditions,153,2,6.979,9.717
Unknown / unmatched route,S076B-218,S076B-218,S076B-218,true,Low,No operational action required,152,1,1.218,4.717
Bus,25L,25L - Lynfield / City Centre Via Dominion Rd,25L-202,false,Severe,Deploy standby bus or supervisor review,152,15,51.447,89.15
Unknown / unmatched route,S054-202,S054-202,S054-202,true,Medium,Monitor route conditions,152,2,-5.633,11.667
Unknown / unmatched route,S015B-203,S015B-203,S015B-203,true,Low,No operational action required,151,1,2.116,5.0
Unknown / unmatched route,S046-202,S046-202,S046-202,true,Low,No operational action required,151,1,-0.639,4.917
Bus,738,738 - Maraetai / Pine Harbour via Beachlands,738-221,false,Medium,Monitor route conditions,151,30,1.634,11.6
Unknown / unmatched route,S425-221,S425-221,S425-221,true,Low,No operational action required,151,2,2.441,4.967
Unknown / unmatched route,S418-202,S418-202,S418-202,true,Medium,Monitor route conditions,150,3,5.374,11.35
Unknown / unmatched route,S549-202,S549-202,S549-202,true,Medium,Monitor route conditions,149,2,-8.431,-5.033
Unknown / unmatched route,S084-202,S084-202,S084-202,true,Low,No operational action required,149,1,2.218,4.683
Unknown / unmatched route,S529-218,S529-218,S529-218,true,Low,No operational action required,149,4,-1.384,4.217
Unknown / unmatched route,S459-203,S459-203,S459-203,true,Low,No operational action required,148,3,1.238,4.833
Unknown / unmatched route,S467-202,S467-202,S467-202,true,Low,No operational action required,148,1,-1.258,3.867
Unknown / unmatched route,S041-203,S041-203,S041-203,true,Low,No operational action required,148,1,-0.113,4.867
Bus,145,145 - Lincoln Rd / Henderson Via Western H,145-203,false,Severe,Deploy standby bus or supervisor review,148,13,31.127,61.067
Unknown / unmatched route,S089D-217,S089D-217,S089D-217,true,Low,No operational action required,147,1,-2.984,1.067
Unknown / unmatched route,S075-203,S075-203,S075-203,true,Medium,Monitor route conditions,147,1,6.876,14.833
Unknown / unmatched route,S031B-203,S031B-203,S031B-203,true,Medium,Monitor route conditions,146,2,-2.843,12.083
Bus,114,114 - Hob Pt Wharf / Northwest Via Whenuapai,114-203,false,High,Adjust service headway,146,19,18.091,23.217
Bus,18,18 - City Centre / New Lynn Via Great North Rd,18-202,false,High,Adjust service headway,146,24,8.971,24.733
Unknown / unmatched route,S406-203,S406-203,S406-203,true,Medium,Monitor route conditions,146,2,-0.406,14.55
Unknown / unmatched route,S049-203,S049-203,S049-203,true,Low,No operational action required,145,1,1.092,4.85
Unknown / unmatched route,S033D-203,S033D-203,S033D-203,true,Low,No operational action required,145,1,0.802,4.967
Unknown / unmatched route,S062B-202,S062B-202,S062B-202,true,Low,No operational action required,144,1,-0.397,4.267
Unknown / unmatched route,S084C-203,S084C-203,S084C-203,true,Low,No operational action required,144,1,-0.694,4.9
